index,genus
2439,OCEANIBACULUM
2440,RUMINICLOSTRIDIUM
2441,RUMINICLOSTRIDIUM
2443,RHODOFERAX
2446,LEWINELLA
2447,PROTEOCATELLA
2448,PALUDIBACTER
2449,PEDOBACTER
2450,ANAEROTRUNCUS
2451,BACILLUS
2452,COLLINSELLA
2453,PHYCISPHAERA
2454,OLIGOFLEXALES_0319-6G20_GENUS
2455,PORPHYROMONAS
2456,LACHNOSPIRACEAE_GENUS
2457,BRASSICIBACTER
2458,OSCILLIBACTER
2459,LACHNOSPIRACEAE_UCG-004
2460,ANAEROBACTERIUM
2461,ANEROLINEACEAE_GENUS
2462,ECTOTHIORHODOSPIRACEAE_GENUS
2465,STREPTOMYCES
2468,PEPTONIPHILUS
2469,GORDONIA
2471,LACHNOSPIRACEAE_GENUS
2472,OSCILLIBACTER
2473,NIABELLA
2474,RHODOPLANES
2475,FAECALICOCCUS
2476,ALPHAPROTEOBACTERIA_GENUS
2478,YERSINIA
2482,[EUBACTERIUM]_COPROSTANOLIGENES_GROUP
2485,AKYG1722_GENUS
2487,DELTAPROTEOBACTERIA_GENUS
2488,MYXOCOCCALES_GENUS
2490,SULFURIFERULA
2492,SYNTROPHORHABDUS
2493,CITROBACTER
2495,LACHNOSPIRACEAE_GENUS
2496,TRICHOCOCCUS
2498,ACTINOMYCETACEAE_GENUS
2499,SHIGELLA
2500,BYSSOVORAX
2501,HALOTHIOBACILLUS
2502,RUMINICLOSTRIDIUM
2503,PORPHYROMONAS
2505,ANAEROVIBRIO
2506,PARVIMONAS
2507,ROSEIMICROBIUM
2508,LACHNOCLOSTRIDIUM
2509,HERMINIIMONAS
2510,RAROBACTER
2511,EXIGUOBACTERIUM
2512,METHYLOCEANIBACTER
2513,ALKALINEMA
2514,ANAEROBACTERIUM
2515,PROTEINIPHILUM
2516,GEOBACTER
2517,CORYNEBACTERIUM
2518,THERMOANAEROBACTER
2519,DESULFOGLAEBA
2520,CHRISTENSENELLACEAE_R-7_GROUP
2521,ANAEROVIBRIO
2522,CURTOBACTERIUM
2524,CATENULISPORA
2525,DEFLUVIICOCCUS
2526,DESULFOBACTERACEAE_GENUS
2527,KANDLERIA
2528,ANAEROTRUNCUS
2529,METHANOCELLA
2530,SEDIMENTIBACTER
2531,STOQUEFICHUS
2532,ANAEROBACTERIUM
2533,FIBROBACTER
2534,GORDONIA
2535,SULFURITALEA
2537,VARIOVORAX
2538,PISCIBACILLUS
2539,CHRISTENSENELLA
2540,ANAEROBACTERIUM
2541,MELIORIBACTER
2542,DEFERRIBACTERES_GENUS
2546,THERMOANAEROBACTERACEAE_GENUS
2547,METHYLOBACTERIUM
2548,RUBELLIMICROBIUM
2549,NITROSOARCHAEUM
2552,PIRELLULA
2553,FILIFACTOR
2555,WCHB1-60_GENUS
2556,OLIGOFLEXALES_0319-6G20_GENUS
2559,TREPONEMA
2560,SPIROCHAETA
2564,TANGFEIFANIA
2565,METHANIMICROCOCCUS
2567,ALICYCLOBACILLUS
2568,ANAEROBACTERIUM
2569,ANAEROBACTERIUM
2570,METHANOMASSILIICOCCUS
2571,EMTICICIA
2572,[EUBACTERIUM]_RUMINANTIUM_GROUP
2573,SALINISPIRILLUM
2574,VIBRIO
2575,DELTAPROTEOBACTERIA_GENUS
2576,NITROSPIRA
2577,ANAEROBACTERIUM
2578,GORDONIBACTER
2579,THALASSOSPIRA
2580,RUMINOCOCCACEAE_GENUS
2581,FIRMICUTES_GENUS
2582,GEMMIGER
2584,TYZZERELLA
2586,FLAVOBACTERIUM
2587,HALISCOMENOBACTER
2588,STIGMATELLA
2591,DEFLUVIICOCCUS
2592,SULFOLOBALES_GENUS
2593,METHYLOBACTERIUM
2594,SULFOLOBUS
2595,CHTHONIOBACTERALES_GENUS
2597,FODINICOLA
2601,CHLOROBIALES_SJA-28_GENUS
2603,OLSENELLA
2604,ANEROLINEACEAE_GENUS
2606,GASTRANAEROPHILALES_GENUS
2607,LACHNOSPIRACEAE_AC2044_GROUP
2609,CLOSTRIDIALES_GENUS
2610,HYDROGENISPORA
2611,ACHOLEPLASMA
2612,PROTEOCATELLA
2614,CATELLICOCCUS
2615,FIRMICUTES_GENUS
2616,CHRISTENSENELLACEAE_R-7_GROUP
2617,DESULFARCULACEAE_GENUS
2618,BARNESIELLA
2619,RUMINICLOSTRIDIUM
2620,TERRIGLOBUS
2621,SACCHAROFERMENTANS
2622,SEDIMENTIBACTER
2623,DEHALOCOCCOIDES
2624,ANAEROTRUNCUS
2626,CLOSTRIDIALES_GENUS
2627,PISCICOCCUS
2628,CATELLIGLOBOSISPORA
2629,ACIDOBACTERIACEAE_GENUS
2630,ALGORIPHAGUS
2631,MICROMONOSPORACEAE_GENUS
2632,SYNTROPHOTHERMUS_GENUS
2634,FODINICOLA
2636,PIRELLULA
2638,CHRISTENSENELLACEAE_R-7_GROUP
2639,KTEDONOBACTERIA_C0119_GENUS
2642,BARNESIELLA
2643,AKYG1722_GENUS
2645,PREVOTELLA
2646,SEDIMENTIBACTER
2647,CHRISTENSENELLACEAE_R-7_GROUP
2649,PEPTONIPHILUS
2650,RHODOMICROBIUM
2651,SPOROCYTOPHAGA
2652,PAPILLIBACTER
2653,RHODOSPIRILLACEAE_GENUS
2654,ACIDITERRIMONAS
2657,UNDIBACTERIUM
2658,PROPIONISPIRA
2659,STAPHYLOCOCCUS
2661,STAPHYLOCOCCUS
2663,STAPHYLOCOCCUS
2664,PSEUDOMONAS
2665,GORDONIA
2666,PARAPREVOTELLA
2667,LATESCIBACTERIA_GENUS
2668,BRACHYBACTERIUM
2670,BRACHYBACTERIUM
2671,RHODOPLANES
2673,BACTEROIDALES_S24-7_GROUP_GENUS
2674,LACTOBACILLUS
2678,PYRINOMONAS
2680,POLYANGIUM
2681,CATENULISPORA
2682,DESULFOBACTERACEAE_GENUS
2683,ALISTIPES
2684,BREVIBACTERIUM
2685,LACHNOSPIRACEAE_GENUS
2686,BARNESIELLA
2688,LACHNOSPIRACEAE_NK4A136_GROUP
2689,LACHNOSPIRACEAE_NK4A136_GROUP
2690,SALINISPIRILLUM
2691,HALOMONAS
2694,TRICHODESMIUM
2695,LACHNOSPIRACEAE_GENUS
2696,[EUBACTERIUM]_COPROSTANOLIGENES_GROUP
2698,MYCOBACTERIUM
2699,PSEUDOMONAS
2701,LEPTOTRICHIA
2704,DESULFUROCOCCUS
2706,PHASCOLARCTOBACTERIUM
2707,THIOMONAS
2710,ROSEOMONAS
2711,ARTHROBACTER
2712,CAPNOCYTOPHAGA
2713,ACTINOMYCES
2714,LACHNOSPIRACEAE_UCG-002
2716,SNEATHIA
2717,DYSGONOMONAS
2718,PHYCISPHAERA
2719,RHODOCYCLACEAE_GENUS
2721,ANAEROBACTERIUM
2723,BARNESIELLA
2724,LACHNOSPIRACEAE_GENUS
2725,ANAEROBACTERIUM
2726,OCEANOSPIRILLACEAE_GENUS
2727,SPOROBACTER
2728,LACHNOSPIRACEAE_UCG-002
2729,LUTIBACTER
2731,LACHNOSPIRACEAE_GENUS
2736,DETHIOSULFATIBACTER
2737,MICROCOCCUS
2738,RUMINOCOCCACEAE_GENUS
2740,RHODOSPIRILLACEAE_GENUS
2741,PAENIBACILLUS
2744,BACTEROIDES
2746,GAIELLA
2748,SPOROMUSA
2749,BACTEROIDALES_S24-7_GROUP_GENUS
2752,CHRISTENSENELLACEAE_R-7_GROUP
2753,MICROCOCCUS
2756,HALOMONAS
2759,GEOBACTER
2760,GEOBACTER
2763,SULFURICELLA
2764,HOLOPHAGAE_TPD-58_GENUS
2765,MUCILAGINIBACTER
2766,WEISSELLA
2767,PERSEPHONELLA
2770,ALKALIBACTERIUM
2771,PSEUDOFULVIBACTER
2772,CHLOROBIALES_OPB56_GENUS
2773,BACILLUS
2775,PROPIONIVIBRIO
2777,NOCARDIOIDES
2778,RHODOCYCLACEAE_GENUS
2779,CORIOBACTERIACEAE_GENUS
2782,SACCHAROFERMENTANS
2783,FIBROBACTERALES_FD035_GENUS
2784,DIALISTER
2785,BACILLUS
2786,ERYSIPELOTHRIX
2790,PLANOCOCCUS
2791,STAPHYLOTHERMUS
2792,IGNAVIBACTERIUM
2793,THIOTHRIX
2794,NITRILIRUPTOR
2795,AMINICELLA
2796,THALASSOBACULUM
2797,PREVOTELLA
2798,LACHNOCLOSTRIDIUM
2799,LEGIONELLA
2800,SYNTROPHOMONAS
2802,EMTICICIA
2803,PAENIBACILLUS
2804,BACTEROIDALES_S24-7_GROUP_GENUS
2805,PEDOBACTER
2806,GEOTHRIX
2807,ANAEROTRUNCUS
2808,OCEANOSPIRILLALES_GENUS
2809,RUMINICLOSTRIDIUM
2811,ALPHAPROTEOBACTERIA_GENUS
2814,FRANKIALES_GENUS
2815,GEOALKALIBACTER
2818,GEMMATIMONADETES_GENUS
2820,NANNOCYSTACEAE_GENUS
2821,ANEROLINEACEAE_GENUS
2822,BREVIBACTERIUM
2823,CALDITHRIX
2825,SULFUROVUM
2826,SEDIMINIBACTERIUM
2827,STREPTOMYCES
2830,LATESCIBACTERIA_GENUS
2832,[EUBACTERIUM]_OXIDOREDUCENS_GROUP
2833,RUMINOCOCCACEAE_GENUS
2834,LACTOCOCCUS
2835,PHYCISPHAERA
2836,BACTEROIDALES_S24-7_GROUP_GENUS
2838,SPHINGOBACTERIUM
2839,CALDALKALIBACILLUS
2840,MOLLICUTES_NB1-N_GENUS
2841,MARISPIRILLUM
2842,MOORELLA
2843,THERMOACTINOMYCES
2844,PLEOMORPHOMONAS
2845,DESULFUROMONADACEAE_GENUS
2849,ACIDIPHILIUM
2850,PAENIBACILLUS
2851,DETHIOSULFOVIBRIO
2852,MESOTOGA
2853,BACILLUS
2854,METHANOMASSILIICOCCUS
2856,RHODOLIGOTROPHOS
2857,MUCILAGINIBACTER
2860,FERRITHRIX
2861,ANAEROBACTERIUM
2862,ACIDIPHILIUM
2863,RUMINICLOSTRIDIUM
2865,ANAEROBACTERIUM
2869,ANAEROBACTERIUM
2870,RUMINOCOCCACEAE_GENUS
2871,RUMINOCOCCACEAE_GENUS
2872,RUMINICLOSTRIDIUM
2877,PELISTEGA
2879,METHANOMASSILIICOCCUS
2880,PALUDIBACULUM
2883,BUTYRICICOCCUS
2885,BETAPROTEOBACTERIA_SC-I-84_GENUS
2886,IGNAVIBACTERIUM
2887,BURKHOLDERIALES_GENUS
2889,AUREISPIRA
2890,PEPTOCOCCACEAE_GENUS
2891,ELUSIMICROBIALES_GENUS
2893,FODINICOLA
2894,ZOOGLOEA
2895,BARNESIELLA
2896,SEBALDELLA
2898,HALOMONAS
2899,PSYCHROBACTER
2900,STREPTOMYCES
2902,KOCURIA
2903,RALSTONIA
2904,THERMOPHAGUS
2907,GEOTHRIX
2908,LUTEIMONAS
2913,RUMINOCOCCACEAE_GENUS
2915,BALNEOLA
2916,BALNEOLA
2917,PARACLOSTRIDIUM
2918,CLOSTRIDIALES_GENUS
2919,PROLIXIBACTERACEAE_GENUS
2920,BALNEOLA
2922,FACKLAMIA
2923,RUMINOCOCCACEAE_GENUS
2924,ANAEROBACTERIUM
2925,CORIOBACTERIACEAE_GENUS
2926,LYSOBACTER
2932,THALASSOLITUUS
2933,NOVOSPHINGOBIUM
2937,METHANOBREVIBACTER
2938,THERMOMICROBIUM
2940,AZOARCUS
2941,ACIDOBACTERIACEAE_GENUS
2944,ENTEROCOCCUS
2945,KOCURIA
2947,LITORILINEA
2948,M2PB4-65_TERMITE_GROUP_GENUS
2949,LISTERIA
2950,LISTERIA
2951,GEOSPOROBACTER
2952,AZOSPIRILLUM
2954,NOCARDIOIDES
2955,CALDALKALIBACILLUS
2956,MARITALEA
2957,METHYLOPHILUS
2958,PERSICOBACTER
2960,FILIMONAS
2961,NITROCOCCUS
2962,DIAPHOROBACTER
2963,LEGIONELLA
2965,SLACKIA
2966,CELLULOSIMICROBIUM
2967,ACHOLEPLASMA
2971,ADHAERIBACTER
2972,FERRUGINIBACTER
2973,RHODOLIGOTROPHOS
2974,SACCHARIBACTERIA_GENUS
2977,BACILLUS
2978,PYRINOMONAS
2980,STIGMATELLA
2981,SOLOBACTERIUM
2982,ANAEROTRUNCUS
2983,RUMINICLOSTRIDIUM
2984,LACHNOSPIRACEAE_GENUS
2985,SPIROCHAETA
2986,METHANOMASSILIICOCCUS
2987,SULFOLOBUS
2988,METHYLOPHAGA
2990,LACHNOSPIRACEAE_ND3007_GROUP
2991,LACHNOSPIRACEAE_GENUS
2993,SPOROBACTER
2994,LACHNOSPIRACEAE_GENUS
2995,ANAEROTRUNCUS
2996,RUMINOCOCCACEAE_GENUS
2997,ANAEROVORAX
2998,RUMINOCOCCACEAE_GENUS
3001,ACETITOMACULUM
3002,STELLA
3003,RUMINICLOSTRIDIUM
3004,RUMINOCOCCACEAE_GENUS
3005,LACHNOSPIRACEAE_ND3007_GROUP
3006,RUMINICLOSTRIDIUM
3008,[EUBACTERIUM]_SAPHENUM_GROUP
3009,CHRISTENSENELLACEAE_R-7_GROUP
3010,LACHNOSPIRACEAE_GENUS
3012,ANEROLINEACEAE_GENUS
3013,GEMMIGER
3014,RUMINOCOCCACEAE_GENUS
3015,BREVIBACTERIUM
3016,[EUBACTERIUM]_VENTRIOSUM_GROUP
3017,LACHNOCLOSTRIDIUM
3018,LACHNOSPIRACEAE_GENUS
3020,ROSEBURIA
3021,ARENICELLACEAE_GENUS
3022,DETHIOBACTER
3023,FIRMICUTES_GENUS
3024,RUMINOCOCCACEAE_GENUS
3025,RUMINOCOCCUS
3026,LACHNOSPIRACEAE_GENUS
3027,RUMINICLOSTRIDIUM
3028,[EUBACTERIUM]_OXIDOREDUCENS_GROUP
3029,CORYNEBACTERIUM
3030,ANAEROTRUNCUS
3031,RUMINOCOCCACEAE_GENUS
3032,CORYNEBACTERIUM
3033,CHRISTENSENELLACEAE_R-7_GROUP
3034,OSCILLIBACTER
3036,RUMINICLOSTRIDIUM
3037,ACETONEMA
3038,RUMINOCOCCACEAE_GENUS
3040,LACHNOSPIRACEAE_GENUS
3042,DESULFATIGLANS
3043,DESULFOSPOROSINUS
3044,DESULFOMICROBIUM
3045,DESULFOCOCCUS
3046,DESULFOBULBUS
3048,DEHALOCOCCOIDES
3049,CATENISPHAERA
3051,SALMONELLA
3052,LATESCIBACTERIA_GENUS
3053,HYPHOMICROBIUM
3054,ANAEROBACTERIUM
3055,OHTAEKWANGIA
3056,LACHNOSPIRACEAE_GENUS
3057,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
3058,BURKHOLDERIALES_GENUS
3059,TELMATOSPIRILLUM
3060,RUBINISPHAERA
3063,LACHNOSPIRACEAE_UCG-004
3066,ACIDITERRIMONAS
3067,RIKENELLACEAE_RC9_GUT_GROUP
3068,THIOCOCCUS
3069,FULVIVIRGA
3070,SALINIREPENS
3072,BIFIDOBACTERIUM
3073,DESULFOVIBRIO
3077,PLEOMORPHOMONAS
3078,PSEUDOALTEROMONAS
3079,PSEUDOALTEROMONAS
3080,MUCILAGINIBACTER
3081,PSEUDOSPIRILLUM
3083,HYMENOBACTER
3084,PAENIBACILLUS
3085,SYNTROPHOMONAS
3086,PREVOTELLA
3087,COBETIA
3088,RUMINOCOCCACEAE_GENUS
3090,ANEURINIBACILLUS
3094,ACIDITERRIMONAS
3095,SOLIRUBROBACTER
3097,THERMOMICROBIA_JG30-KF-CM45_GENUS
3098,GAIELLA
3099,STIGMATELLA
3101,KINEOSPORIA
3102,MARINOMONAS
3104,CATENISPHAERA
3105,KOCURIA
3106,AFIPIA
3107,SPOROTOMACULUM
3108,SALINIREPENS
3110,VAMPIROVIBRIONALES_GENUS
3112,AEROCOCCUS
3113,THERMOSPOROTHRIX
3115,BACILLUS
3116,CAPNOCYTOPHAGA
3118,YOUNGIIBACTER
3120,CALDILINEA
3122,TABRIZICOLA
3125,THERMOMICROBIA_JG30-KF-CM45_GENUS
3127,PAENIBACILLUS
3129,NITROSOSPIRA
3130,GEMMATIMONAS
3132,TERRIMONAS
3133,GAIELLA
3134,TERRIMONAS
3135,CARBOXYLICIVIRGA
3136,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
3138,STELLA
3139,ORIBACTERIUM
3142,ELUSIMICROBIALES_GENUS
3143,GAIELLA
3144,AEROCOCCUS
3145,BLAUTIA
3146,ANAEROTRUNCUS
3150,BLAUTIA
3151,GEMMATIMONAS
3152,THERMOANAEROBACTERIUM
3153,DESULFATITALEA
3155,SEDIMINIBACTERIUM
3156,RUMINOCOCCUS
3157,FUSOBACTERIUM
3158,CLOSTRIDIUM
3164,LATESCIBACTERIA_GENUS
3165,TREPONEMA
3166,DESULFONATRONUM
3167,SYNTROPHOBACTER
3168,GEORGENIA
3169,LUNATIMONAS
3171,BACTEROIDALES_GENUS
3172,LACHNOSPIRACEAE_GENUS
3174,RHIZOBIALES_GENUS
3175,BDELLOVIBRIONACEAE_OM27
3176,THERMODESULFOVIBRIO
3178,PARACLOSTRIDIUM
3180,RUMINICLOSTRIDIUM
3181,BARNESIELLA
3182,BARTONELLA
3184,LACHNOSPIRACEAE_GENUS
3185,ALPHAPROTEOBACTERIA_GENUS
3186,BARTONELLA
3187,BAULDIA
3188,COCCINIMONAS
3189,ANAEROBACTERIUM
3190,RUMINICLOSTRIDIUM
3191,LACHNOSPIRACEAE_UCG-004
3193,ARENIMONAS
3195,BAULDIA
3196,LACHNOSPIRACEAE_NK4A136_GROUP
3198,LACHNOSPIRACEAE_NK4A136_GROUP
3199,BAULDIA
3200,LACHNOSPIRACEAE_GENUS
3201,ANAEROBACTERIUM
3204,BACTEROIDALES_GENUS
3205,PROTEINIPHILUM
3207,THIOFABA
3208,LACTOBACILLUS
3209,HALOMONAS
3210,GAMMAPROTEOBACTERIA_GENUS
3213,CHTHONIOBACTERALES_GENUS
3214,PLESIOCYSTIS
3215,FODINICURVATA
3216,ENHYDROBACTER
3218,CALDICOPROBACTER
3219,SELENOMONAS
3220,DESULFARCULUS
3222,CORIOBACTERIACEAE_GENUS
3223,ACIDOBACTERIALES_GENUS
3224,PSEUDOMONAS
3225,THERMOMICROBIA_JG30-KF-CM45_GENUS
3226,BUTYRIVIBRIO
3227,PSEUDOMONAS
3228,SALINICOCCUS
3229,NIASTELLA
3230,SPHINGOBIUM
3231,ANAEROSPHAERA
3232,PAENIBACILLUS
3235,TETRAGENOCOCCUS
3236,ADVENELLA
3238,CLOSTRIDIA_GENUS
3239,CLOSTRIDIA_GENUS
3240,[EUBACTERIUM]_COPROSTANOLIGENES_GROUP
3241,DESULFOBULBACEAE_GENUS
3242,PAENIBACILLUS
3245,CHRISTENSENELLACEAE_R-7_GROUP
3246,NEISSERIACEAE_GENUS
3247,SHUTTLEWORTHIA
3248,RHIZOBIALES_GENUS
3249,TYZZERELLA
3250,[EUBACTERIUM]_VENTRIOSUM_GROUP
3251,CHRISTENSENELLACEAE_R-7_GROUP
3252,TYZZERELLA
3253,RUMINICLOSTRIDIUM
3254,RUMINOCOCCACEAE_GENUS
3255,RUMINICLOSTRIDIUM
3257,ACETOANAEROBIUM
3258,CHRISTENSENELLACEAE_R-7_GROUP
3259,ACETOANAEROBIUM
3261,LACHNOSPIRACEAE_GENUS
3263,SPOROBACTER
3265,ANEURINIBACILLUS
3266,LACHNOCLOSTRIDIUM
3268,ANAEROBACTERIUM
3269,LACHNOSPIRACEAE_UCG-004
3270,RUMINOCOCCACEAE_GENUS
3271,RUMINICLOSTRIDIUM
3273,RHODOSPIRILLACEAE_GENUS
3274,[EUBACTERIUM]_VENTRIOSUM_GROUP
3276,FLAVONIFRACTOR
3278,BAULDIA
3279,OSCILLIBACTER
3281,CARNOBACTERIACEAE_GENUS
3282,BAVARIICOCCUS
3283,OSCILLIBACTER
3284,SEDIMINIBACTERIUM
3285,TENACIBACULUM
3286,FLAVIFLEXUS
3287,BLAUTIA
3288,ECTOTHIORHODOSPIRACEAE_GENUS
3289,NITROLANCEA
3290,DYSGONOMONAS
3292,SERRATIA
3293,BCF9-17_TERMITE_GROUP
3294,LACHNOCLOSTRIDIUM
3295,CALDITHRIX
3296,[EUBACTERIUM]_SAPHENUM_GROUP
3297,ANAEROTRUNCUS
3298,SPOROBACTER
3299,RUMINOCOCCACEAE_GENUS
3300,PARABACTEROIDES
3301,ANEURINIBACILLUS
3302,PREVOTELLA
3303,CHRISTENSENELLACEAE_R-7_GROUP
3304,RUMINOCOCCUS
3306,RUMINOCOCCUS
3308,LACHNOSPIRACEAE_GENUS
3309,ANAEROBRANCA
3310,RUMINOCOCCUS
3312,KANDLERIA
3313,HALOMONAS
3314,DESULFOVIBRIO
3315,ROBINSONIELLA
3316,ANAEROBRANCA
3318,ANAEROBRANCA
3319,CELLVIBRIO
3320,RUMINOCOCCACEAE_GENUS
3321,ANAEROBRANCA
3322,PREVOTELLA
3323,LACHNOSPIRACEAE_NK4A136_GROUP
3325,BACTEROIDES
3326,CELLVIBRIO
3327,PREVOTELLA
3328,CELLVIBRIONACEAE_GENUS
3329,PREVOTELLA
3331,BCF9-17_TERMITE_GROUP
3332,PREVOTELLA
3333,SYNTROPHOBOTULUS
3334,LACHNOSPIRACEAE_NK4A136_GROUP
3335,PREVOTELLA
3337,RUMINOCOCCUS
3338,PHOCAEICOLA
3340,PREVOTELLA
3341,PREVOTELLA
3342,PALUDIBACTER
3343,LACHNOCLOSTRIDIUM
3347,LACHNOSPIRACEAE_GENUS
3348,ACIDIPILA
3349,CERASICOCCUS
3350,LACHNOCLOSTRIDIUM
3351,ANAEROVORAX
3352,PREVOTELLA
3354,BDELLOVIBRIO
3355,RUMINICLOSTRIDIUM
3357,ANAEROBRANCA
3359,LACHNOSPIRACEAE_GENUS
3360,PAENIBACILLUS
3361,CHLOROBIALES_OPB56_GENUS
3362,CHRISTENSENELLACEAE_R-7_GROUP
3364,PSYCHROBACTER
3365,NOCARDIOIDES
3367,NOCARDIOIDES
3368,NOCARDIOIDES
3369,NOCARDIOIDES
3370,LYSOBACTER
3371,SPHINGOMONAS
3372,MICROCOCCALES_GENUS
3373,FODINICOLA
3374,GEMMATIMONAS
3375,PALUDIBACULUM
3376,MARIVIRGA
3377,METHYLOPHAGA
3378,CHRISTENSENELLACEAE_R-7_GROUP
3380,BARNESIELLA
3381,SOLOBACTERIUM
3382,VEILLONELLA
3383,LEWINELLA
3387,CHLOROFLEXI_KD4-96_GENUS
3389,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
3390,ERYSIPELOTHRIX
3392,PECTOBACTERIUM
3393,ORIBACTERIUM
3395,ACIDITERRIMONAS
3396,AZORHIZOBIUM
3398,PLANOCOCCUS
3399,SPHINGOBACTERIUM
3401,CARBOXYLICIVIRGA
3404,BLAUTIA
3405,GAIELLA
3406,FERRUGINIBACTER
3407,ACIDITERRIMONAS
3409,ANAEROTRUNCUS
3411,SPHINGOMONAS
3412,VARIBACULUM
3413,SOLIRUBROBACTER
3414,KETOGULONICIGENIUM
3416,RHODOBACTERACEAE_GENUS
3417,ROSEIMICROBIUM
3418,GRACILIBACTER
3419,RIKENELLACEAE_RC9_GUT_GROUP
3421,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
3422,CARDIOBACTERIUM
3423,TEPIDIBACTER
3424,LACHNOSPIRACEAE_GENUS
3425,PREVOTELLA
3426,HOLDEMANELLA
3427,ANAEROBACTERIUM
3433,LEWINELLA
3434,DYSGONOMONAS
3435,PHYCISPHAERA
3436,HYDROGENISPORA
3437,CLOSTRIDIUM
3438,HYDROGENISPORA
3439,HALOCELLA
3440,CLOSTRIDIUM
3441,ACETIVIBRIO_ETHANOLGIGNENS_GROUP
3442,CHRISTENSENELLACEAE_R-7_GROUP
3443,MACROCOCCUS
3448,GEMMATA
3449,AMARICOCCUS
3450,ALKANIBACTER
3452,HYDROGENISPORA
3454,ACIDIPILA
3455,GARCIELLA
3456,RHODOPLANES
3457,GEMMATIMONAS
3458,DEFLUVIIMONAS
3459,NIBRIBACTER
3461,MICROVIRGA
3462,OLIGELLA
3463,LACHNOSPIRACEAE_GENUS
3465,BDELLOVIBRIO
3466,BDELLOVIBRIO
3467,RUMINOCOCCACEAE_GENUS
3468,ALPHAPROTEOBACTERIA_GENUS
3469,ALPHAPROTEOBACTERIA_GENUS
3470,ARCOBACTER
3474,SPOROBACTER
3478,INSOLITISPIRILLUM
3479,CORYNEBACTERIUM
3480,PAENIBACILLUS
3481,VITELLIBACTER
3482,MARINOBACTER
3484,GRACILIMONAS
3485,ANAEROVORAX
3486,CALDILINEA
3487,GEMMATIMONAS
3488,DESULFOBACTERIUM
3491,ROSEBURIA
3492,GEOBACTER
3494,ALICYCLOBACILLUS
3495,DEFERRIBACTERES_GENUS
3496,XANTHOMONAS
3498,ERYSIPELOTHRIX
3499,PYRINOMONAS
3500,FIRMICUTES_BSA1B-03_GENUS
3501,LACHNOSPIRACEAE_NK3A20_GROUP
3503,GASTRANAEROPHILALES_GENUS
3504,GRACILIBACTERIA_GENUS
3505,BIFIDOBACTERIUM
3506,DESULFATIGLANS
3507,SPOROBACTER
3508,[EUBACTERIUM]_SAPHENUM_GROUP
3509,CHRISTENSENELLACEAE_R-7_GROUP
3510,CHRISTENSENELLACEAE_R-7_GROUP
3511,CHRISTENSENELLACEAE_R-7_GROUP
3512,LACTONIFACTOR
3514,STEROIDOBACTER
3515,DESULFOTOMACULUM
3516,MOLLICUTES_NB1-N_GENUS
3517,TREPONEMA
3518,RHODOPILA
3520,LACHNOCLOSTRIDIUM
3521,MOBILITALEA
3522,BDELLOVIBRIO
3523,BDELLOVIBRIO
3524,MELIORIBACTER
3525,BARNESIELLA
3526,CAULOBACTER
3527,DEHALOCOCCOIDES
3528,ANAEROBRANCA
3530,[EUBACTERIUM]_HALLII_GROUP
3531,[EUBACTERIUM]_RUMINANTIUM_GROUP
3532,THERMASPOROMYCES
3533,CHRISTENSENELLACEAE_R-7_GROUP
3534,PEDOBACTER
3535,SERRATIA
3536,PARVULARCULA
3537,CORIOBACTERIACEAE_GENUS
3538,PALUDIBACTER
3539,CHLOROFLEXI_TK10_GENUS
3541,MARINOBACTERIUM
3542,DEHALOCOCCOIDES
3543,THIOPHAEOCOCCUS
3544,BLASTOCATELLA
3548,HAFNIA
3549,ALISTIPES
3550,BACILLUS
3552,PARACOCCUS
3553,SPHINGOBIUM
3554,VEILLONELLA
3556,GAMMAPROTEOBACTERIA_GENUS
3557,FERRUGINIBACTER
3559,BIFIDOBACTERIUM
3562,CATENIBACTERIUM
3563,ANAEROBACTERIUM
3564,LUTEOLIBACTER
3565,JOHNSONELLA
3567,PALUDIBACULUM
3568,PALUDIBACULUM
3570,SOLIRUBROBACTER
3571,GAIELLA
3573,ACIDOBACTERIALES_GENUS
3574,SOLIRUBROBACTER
3575,GAIELLA
3576,ACIDOBACTERIALES_GENUS
3577,SOLIRUBROBACTER
3578,ACIDOBACTERIALES_GENUS
3579,ACIDOBACTERIALES_GENUS
3580,RICKETTSIALES_GENUS
3581,RHODOSPIRILLACEAE_GENUS
3582,METHYLOLIGELLA
3583,PARASPOROBACTERIUM
3584,CLOSTRIDIALES_VADINBB60_GROUP_GENUS
3586,DEPENDENTIAE_[TM6]_GENUS
3587,ROSEINATRONOBACTER
3589,CHLOROFLEXI_TK10_GENUS
3590,KILONIELLA
3591,CARDIOBACTERIUM
3592,CHLOROFLEXI_TK10_GENUS
3593,CHLOROFLEXI_TK10_GENUS
3595,GEOBACTER
3596,HALIANGIUM
3597,DESULFATITALEA
3598,DONGIA
3599,HALIANGIUM
3601,CHRISTENSENELLACEAE_R-7_GROUP
3602,DESULFOVIBRIO
3603,EREMOCOCCUS
3604,CORIOBACTERIACEAE_GENUS
3605,DEFERRIBACTERES_GENUS
3607,GEMMATIMONAS
3608,GEMMATIMONAS
